Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Lucknow,Ahmedabad,2024-01-07,Container,885,Clear,Light,0,0
Ahmedabad,Lucknow,2023-10-30,Truck,666,Clear,Light,0,0
Ahmedabad,Jaipur,2023-02-22,Container,1999,Clear,Heavy,1,2
Chennai,Bangalore,2023-12-02,Container,709,Clear,Light,0,0
Pune,Chennai,2023-09-15,Truck,267,Clear,Light,0,0
Bangalore,Delhi,2024-04-03,Lorry,673,Fog,Heavy,1,6
Mumbai,Lucknow,2023-04-11,Truck,1288,Clear,Light,0,0
Pune,Hyderabad,2023-12-13,Lorry,1842,Rain,Moderate,1,2
Ahmedabad,Pune,2023-05-14,Lorry,982,Rain,Moderate,1,2
Ahmedabad,Mumbai,2024-05-06,Trailer,1395,Rain,Light,1,1
Chennai,Hyderabad,2023-02-08,Lorry,1803,Clear,Light,0,0
Mumbai,Lucknow,2023-10-01,Container,1526,Clear,Light,0,0
Delhi,Pune,2023-08-19,Container,288,Clear,Heavy,1,2
Kolkata,Jaipur,2023-10-26,Lorry,1808,Clear,Light,0,0
Kolkata,Pune,2023-11-05,Lorry,1743,Clear,Light,0,0
Hyderabad,Jaipur,2023-09-25,Trailer,680,Clear,Moderate,1,5
Pune,Hyderabad,2024-04-02,Trailer,1229,Clear,Moderate,1,1
Bangalore,Chennai,2023-02-22,Truck,496,Clear,Light,0,0
Mumbai,Kolkata,2024-02-28,Container,536,Clear,Light,0,0
Chennai,Delhi,2023-06-18,Truck,1009,Clear,Light,0,0
Lucknow,Ahmedabad,2024-04-12,Lorry,1298,Clear,Moderate,1,1
Pune,Bangalore,2023-06-07,Lorry,1788,Clear,Moderate,1,1
Chennai,Mumbai,2023-02-15,Lorry,1062,Storm,Light,1,3
Bangalore,Chennai,2023-09-16,Truck,1289,Clear,Moderate,1,5
Delhi,Ahmedabad,2023-08-11,Truck,1748,Rain,Light,1,1
Lucknow,Bangalore,2023-09-07,Trailer,391,Clear,Light,1,5
Pune,Jaipur,2024-02-21,Truck,1256,Clear,Light,0,0
Jaipur,Hyderabad,2023-10-31,Trailer,1767,Clear,Moderate,1,1
Kolkata,Bangalore,2024-01-22,Lorry,546,Rain,Light,1,1
Ahmedabad,Kolkata,2024-02-08,Truck,827,Fog,Moderate,1,3
Delhi,Lucknow,2023-06-28,Container,1617,Clear,Light,0,0
Kolkata,Hyderabad,2024-04-19,Lorry,525,Clear,Light,0,0
Ahmedabad,Delhi,2024-05-17,Lorry,1367,Clear,Light,1,4
Delhi,Jaipur,2023-01-10,Trailer,1317,Clear,Moderate,1,5
Hyderabad,Jaipur,2023-11-26,Truck,1295,Clear,Heavy,1,6
Bangalore,Mumbai,2023-04-20,Truck,1275,Clear,Light,0,0
Delhi,Chennai,2024-04-04,Trailer,1402,Clear,Light,0,0
Ahmedabad,Bangalore,2024-04-28,Container,598,Rain,Moderate,1,2
Delhi,Hyderabad,2023-12-13,Lorry,415,Rain,Moderate,1,2
Hyderabad,Chennai,2023-04-25,Truck,593,Clear,Light,1,4
Jaipur,Chennai,2023-09-06,Container,373,Clear,Light,1,4
Hyderabad,Bangalore,2023-05-24,Lorry,1606,Rain,Light,1,-3
Hyderabad,Ahmedabad,2024-02-17,Lorry,1181,Clear,Light,0,0
Chennai,Ahmedabad,2023-07-18,Trailer,483,Rain,Moderate,1,2
Delhi,Mumbai,2024-04-13,Container,949,Clear,Light,0,0
Lucknow,Kolkata,2024-03-19,Truck,1379,Clear,Heavy,1,2
Jaipur,Kolkata,2023-02-06,Container,498,Storm,Light,1,3
Bangalore,Jaipur,2024-02-29,Container,306,Fog,Light,1,2
Hyderabad,Kolkata,2024-03-27,Truck,1751,Clear,Light,0,0
Jaipur,Kolkata,2023-06-23,Truck,1416,Clear,Moderate,1,1
Hyderabad,Pune,2023-12-15,Container,506,Clear,Light,0,0
Mumbai,Kolkata,2024-04-16,Lorry,500,Fog,Moderate,1,3
Delhi,Hyderabad,2023-04-12,Container,750,Rain,Light,1,1
Kolkata,Ahmedabad,2024-04-06,Truck,598,Clear,Light,0,0
Chennai,Delhi,2023-12-05,Lorry,344,Clear,Light,0,0
Ahmedabad,Mumbai,2023-06-12,Lorry,1688,Rain,Light,1,1
Pune,Lucknow,2023-06-10,Truck,1783,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-08-17,Container,1926,Clear,Moderate,1,1
Jaipur,Lucknow,2023-07-26,Trailer,941,Rain,Light,1,1
Lucknow,Kolkata,2023-04-17,Lorry,1566,Clear,Light,0,0
Delhi,Pune,2023-04-17,Lorry,289,Clear,Light,0,0
Delhi,Bangalore,2023-02-13,Truck,303,Clear,Light,0,0
Delhi,Kolkata,2023-03-26,Trailer,864,Clear,Moderate,1,1
Mumbai,Pune,2024-04-19,Lorry,1229,Clear,Moderate,1,1
Chennai,Kolkata,2023-04-12,Lorry,1368,Rain,Moderate,1,2
Pune,Ahmedabad,2023-08-22,Lorry,1637,Fog,Light,1,4
Lucknow,Ahmedabad,2023-09-26,Container,908,Clear,Light,0,0
Kolkata,Jaipur,2023-12-14,Trailer,782,Clear,Light,1,2
Mumbai,Kolkata,2023-11-16,Trailer,1003,Clear,Light,1,2
Lucknow,Jaipur,2023-08-13,Lorry,1347,Clear,Light,1,3
Pune,Kolkata,2023-02-19,Trailer,1736,Clear,Light,1,4
Pune,Jaipur,2024-01-24,Trailer,1352,Clear,Heavy,1,2
Delhi,Lucknow,2023-12-28,Truck,880,Clear,Moderate,1,1
Mumbai,Delhi,2023-09-08,Truck,1175,Fog,Moderate,1,7
Hyderabad,Lucknow,2023-02-02,Lorry,1640,Rain,Light,1,1
Bangalore,Delhi,2023-10-04,Trailer,619,Clear,Moderate,1,1
Jaipur,Hyderabad,2023-10-23,Lorry,943,Clear,Light,0,0
Ahmedabad,Bangalore,2023-03-01,Container,1669,Clear,Light,0,0
Lucknow,Jaipur,2023-05-08,Container,1306,Rain,Moderate,1,6
Bangalore,Mumbai,2024-02-04,Lorry,825,Rain,Light,1,3
Kolkata,Mumbai,2023-03-24,Trailer,663,Clear,Moderate,1,4
Ahmedabad,Pune,2023-07-26,Container,1423,Clear,Light,1,3
Jaipur,Lucknow,2023-06-21,Container,488,Clear,Moderate,1,1
Bangalore,Jaipur,2024-01-27,Container,1952,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-09-29,Container,1461,Fog,Moderate,1,6
Bangalore,Pune,2023-10-03,Lorry,324,Fog,Moderate,1,8
Jaipur,Pune,2023-10-03,Truck,1091,Clear,Light,0,0
Bangalore,Kolkata,2023-06-23,Trailer,1521,Clear,Light,0,0
Lucknow,Hyderabad,2024-04-29,Trailer,1359,Clear,Light,0,0
Mumbai,Jaipur,2024-01-18,Truck,1113,Clear,Moderate,1,1
Ahmedabad,Chennai,2024-03-20,Truck,968,Clear,Moderate,1,1
Jaipur,Lucknow,2024-02-14,Trailer,981,Rain,Light,1,1
Pune,Bangalore,2024-01-15,Trailer,1852,Clear,Moderate,1,1
Chennai,Bangalore,2023-09-17,Lorry,662,Rain,Heavy,1,3
Hyderabad,Jaipur,2024-01-29,Container,1039,Clear,Light,0,0
Delhi,Lucknow,2023-05-16,Lorry,532,Clear,Moderate,1,1
Lucknow,Delhi,2023-06-25,Truck,1738,Storm,Moderate,1,4
Kolkata,Mumbai,2023-02-01,Container,1790,Clear,Light,0,0
Delhi,Jaipur,2023-06-29,Container,554,Clear,Light,0,0
Ahmedabad,Bangalore,2024-01-26,Container,1378,Fog,Moderate,1,3
Kolkata,Lucknow,2023-07-24,Truck,1740,Rain,Light,1,1
Mumbai,Kolkata,2023-06-10,Container,1258,Clear,Moderate,1,6
Jaipur,Hyderabad,2023-02-11,Truck,696,Clear,Light,0,0
Chennai,Bangalore,2023-12-05,Truck,1779,Clear,Moderate,1,1
Ahmedabad,Hyderabad,2023-04-04,Container,299,Clear,Moderate,1,1
Kolkata,Jaipur,2023-08-24,Truck,1185,Clear,Heavy,1,2
Pune,Hyderabad,2024-01-31,Trailer,1563,Clear,Moderate,1,1
Hyderabad,Lucknow,2023-04-02,Trailer,1001,Fog,Moderate,1,8
Lucknow,Jaipur,2023-04-13,Trailer,1346,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-10-21,Truck,576,Clear,Moderate,1,1
Jaipur,Chennai,2024-01-13,Lorry,774,Clear,Light,0,0
Ahmedabad,Chennai,2023-02-08,Container,1773,Clear,Moderate,1,3
Pune,Jaipur,2024-04-30,Trailer,1130,Clear,Moderate,1,-3
Pune,Ahmedabad,2023-08-12,Lorry,1625,Clear,Light,1,4
Pune,Chennai,2023-01-15,Lorry,1397,Rain,Moderate,1,5
Delhi,Bangalore,2024-04-18,Truck,1896,Clear,Heavy,1,2
Lucknow,Bangalore,2023-02-26,Container,1095,Clear,Heavy,1,2
Delhi,Pune,2023-12-01,Lorry,1749,Rain,Moderate,1,2
Jaipur,Lucknow,2024-05-29,Truck,692,Clear,Heavy,1,2
Mumbai,Lucknow,2024-04-04,Container,624,Rain,Moderate,1,2
Chennai,Pune,2023-04-14,Truck,1704,Clear,Moderate,1,1
Lucknow,Chennai,2024-03-15,Lorry,716,Clear,Light,0,0
Pune,Bangalore,2023-03-01,Trailer,693,Rain,Light,1,1
Kolkata,Jaipur,2024-04-13,Lorry,1922,Clear,Moderate,1,1
Bangalore,Jaipur,2023-05-31,Lorry,1632,Clear,Light,0,0
Chennai,Ahmedabad,2023-01-31,Lorry,1106,Fog,Light,1,2
Mumbai,Lucknow,2024-04-16,Truck,643,Clear,Light,0,0
Mumbai,Delhi,2024-05-23,Lorry,1915,Fog,Moderate,1,3
Jaipur,Mumbai,2024-05-25,Container,902,Clear,Light,1,2
Bangalore,Ahmedabad,2023-12-08,Container,1120,Clear,Moderate,1,6
Mumbai,Jaipur,2023-07-11,Container,994,Clear,Moderate,1,6
Jaipur,Lucknow,2023-01-14,Trailer,774,Clear,Moderate,1,5
Chennai,Lucknow,2023-03-03,Lorry,861,Storm,Light,1,3
Ahmedabad,Delhi,2023-05-05,Trailer,1571,Clear,Moderate,1,1
Chennai,Pune,2024-05-20,Container,1415,Clear,Heavy,1,2
Bangalore,Delhi,2024-04-05,Trailer,1141,Clear,Moderate,1,4
Mumbai,Delhi,2023-12-23,Container,977,Clear,Light,0,0
Delhi,Hyderabad,2023-09-02,Truck,560,Clear,Light,0,0
Pune,Jaipur,2023-07-06,Truck,423,Clear,Light,0,0
Chennai,Pune,2023-07-29,Trailer,660,Clear,Moderate,1,1
Delhi,Pune,2023-04-04,Trailer,491,Fog,Light,1,2
Jaipur,Chennai,2023-11-22,Container,1820,Clear,Light,0,0
Pune,Ahmedabad,2023-04-07,Truck,1948,Clear,Moderate,1,3
Mumbai,Hyderabad,2023-10-02,Trailer,615,Clear,Moderate,1,3
Lucknow,Kolkata,2023-07-22,Lorry,1041,Rain,Heavy,1,3
Chennai,Ahmedabad,2023-03-16,Truck,1823,Rain,Light,1,1
Lucknow,Bangalore,2023-03-08,Truck,1299,Clear,Moderate,1,1
Mumbai,Delhi,2024-05-24,Truck,1519,Clear,Light,0,0
Mumbai,Chennai,2023-02-13,Trailer,1755,Clear,Moderate,1,1
Jaipur,Kolkata,2023-11-11,Truck,1576,Storm,Light,1,3
Pune,Mumbai,2024-01-13,Truck,1398,Clear,Light,0,0
Kolkata,Hyderabad,2023-08-08,Truck,1390,Clear,Moderate,1,1
Chennai,Lucknow,2023-10-31,Container,1598,Storm,Heavy,1,5
Chennai,Jaipur,2024-05-22,Container,1934,Clear,Light,0,0
Jaipur,Chennai,2023-06-13,Lorry,631,Clear,Light,0,0
Bangalore,Pune,2024-05-06,Lorry,994,Clear,Light,0,0
Hyderabad,Bangalore,2023-02-14,Truck,1883,Rain,Moderate,1,2
Chennai,Pune,2023-11-25,Truck,1576,Clear,Moderate,1,1
Chennai,Jaipur,2023-04-14,Lorry,773,Clear,Moderate,1,1
Lucknow,Delhi,2023-03-06,Truck,1596,Clear,Moderate,1,1
Bangalore,Hyderabad,2024-04-30,Trailer,661,Rain,Light,1,1
Pune,Bangalore,2023-09-10,Lorry,1774,Storm,Moderate,1,4
Kolkata,Jaipur,2023-11-13,Truck,1623,Rain,Light,1,1
Chennai,Ahmedabad,2023-01-19,Container,210,Clear,Light,0,0
Kolkata,Pune,2023-03-01,Lorry,1031,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2024-05-27,Trailer,1243,Clear,Light,0,0
Hyderabad,Mumbai,2023-09-18,Truck,518,Clear,Heavy,1,2
Jaipur,Delhi,2023-12-01,Truck,1631,Clear,Light,0,0
Kolkata,Chennai,2024-01-07,Lorry,1668,Clear,Light,0,0
Chennai,Delhi,2024-04-02,Container,1197,Fog,Heavy,1,4
Hyderabad,Delhi,2023-11-16,Lorry,1699,Clear,Light,1,2
Lucknow,Bangalore,2023-04-10,Lorry,879,Clear,Moderate,1,1
Ahmedabad,Mumbai,2023-10-03,Lorry,356,Rain,Light,1,1
Bangalore,Pune,2023-02-02,Lorry,956,Storm,Moderate,1,4
Bangalore,Lucknow,2024-05-08,Truck,1207,Fog,Light,1,2
Lucknow,Bangalore,2024-02-11,Lorry,584,Clear,Heavy,1,2
Kolkata,Delhi,2023-12-16,Truck,1771,Rain,Moderate,1,2
Hyderabad,Kolkata,2023-09-05,Truck,1385,Clear,Light,0,0
Jaipur,Mumbai,2023-09-23,Lorry,432,Clear,Light,0,0
Ahmedabad,Kolkata,2023-01-10,Container,330,Clear,Light,0,0
Pune,Jaipur,2023-05-06,Truck,819,Rain,Light,1,1
Lucknow,Ahmedabad,2023-11-20,Lorry,824,Clear,Moderate,1,1
Mumbai,Bangalore,2023-12-01,Container,1420,Fog,Moderate,1,3
Pune,Jaipur,2024-05-26,Trailer,277,Clear,Light,0,0
Chennai,Bangalore,2023-06-11,Truck,1185,Clear,Light,0,0
Bangalore,Pune,2024-02-16,Truck,1088,Rain,Moderate,1,7
Mumbai,Delhi,2023-07-05,Trailer,495,Clear,Moderate,1,1
Kolkata,Bangalore,2023-11-26,Trailer,760,Rain,Light,1,3
Chennai,Delhi,2023-11-02,Container,1698,Clear,Light,1,-5
Chennai,Lucknow,2023-06-15,Lorry,380,Clear,Moderate,1,5
Ahmedabad,Bangalore,2023-06-22,Trailer,1720,Clear,Heavy,1,2
Pune,Ahmedabad,2023-12-21,Lorry,210,Clear,Light,0,0
Ahmedabad,Bangalore,2023-06-06,Trailer,1562,Storm,Moderate,1,7
Bangalore,Mumbai,2024-01-06,Truck,1514,Clear,Heavy,1,2
Hyderabad,Chennai,2024-02-06,Trailer,1457,Clear,Moderate,1,1
Mumbai,Pune,2023-06-26,Container,1102,Rain,Light,1,1
Chennai,Bangalore,2023-05-12,Container,1915,Rain,Moderate,1,2
Kolkata,Jaipur,2023-08-27,Lorry,1097,Clear,Light,0,0
Jaipur,Kolkata,2023-07-06,Container,546,Clear,Moderate,1,1
Jaipur,Bangalore,2023-03-27,Lorry,810,Clear,Moderate,1,1
Delhi,Chennai,2023-05-19,Truck,311,Rain,Heavy,1,3
Pune,Lucknow,2024-03-14,Container,345,Clear,Light,0,0
Lucknow,Hyderabad,2023-05-24,Trailer,530,Clear,Light,0,0
Delhi,Hyderabad,2024-01-06,Container,1481,Clear,Moderate,1,1
Lucknow,Mumbai,2024-02-08,Truck,1936,Fog,Light,1,2
Bangalore,Chennai,2023-06-28,Truck,641,Rain,Moderate,1,2
Hyderabad,Jaipur,2024-05-23,Truck,428,Clear,Moderate,1,1
Kolkata,Chennai,2024-05-04,Container,1472,Clear,Heavy,1,4
Hyderabad,Lucknow,2024-03-29,Lorry,648,Clear,Light,0,0
Hyderabad,Bangalore,2023-05-18,Truck,338,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-11-29,Lorry,730,Clear,Moderate,1,1
Bangalore,Hyderabad,2023-03-15,Truck,1419,Clear,Heavy,1,2
Pune,Hyderabad,2023-12-16,Container,1410,Fog,Light,1,2
Bangalore,Chennai,2023-03-06,Container,1825,Clear,Heavy,1,2
Bangalore,Lucknow,2023-10-20,Trailer,1172,Clear,Light,0,0
Bangalore,Pune,2024-03-11,Trailer,1864,Clear,Light,0,0
Jaipur,Chennai,2023-10-03,Lorry,1153,Clear,Moderate,1,1
Delhi,Chennai,2023-08-12,Truck,944,Fog,Light,1,5
Pune,Bangalore,2023-02-16,Truck,1796,Clear,Light,1,5
Mumbai,Ahmedabad,2023-12-05,Trailer,1705,Clear,Light,0,0
Chennai,Mumbai,2023-07-16,Truck,1088,Clear,Light,0,0
Kolkata,Bangalore,2023-06-07,Trailer,965,Rain,Moderate,1,2
Mumbai,Delhi,2023-09-24,Trailer,779,Fog,Moderate,1,3
Kolkata,Jaipur,2023-04-10,Lorry,367,Rain,Light,1,1
Ahmedabad,Mumbai,2023-07-04,Container,560,Clear,Heavy,1,2
Mumbai,Pune,2023-03-03,Truck,1769,Clear,Light,0,0
Chennai,Bangalore,2024-05-21,Trailer,405,Clear,Light,0,0
Delhi,Bangalore,2023-09-24,Lorry,945,Fog,Light,1,2
Jaipur,Hyderabad,2023-03-07,Truck,815,Clear,Moderate,1,1
Ahmedabad,Bangalore,2023-09-21,Container,1001,Rain,Moderate,1,4
Bangalore,Jaipur,2023-03-24,Lorry,310,Clear,Light,0,0
Kolkata,Jaipur,2023-11-15,Lorry,1710,Clear,Moderate,1,1
Ahmedabad,Pune,2024-03-11,Container,1054,Clear,Light,1,2
Ahmedabad,Chennai,2024-02-13,Trailer,1411,Rain,Moderate,1,2
Bangalore,Mumbai,2023-04-08,Truck,248,Rain,Light,1,1
Mumbai,Pune,2024-03-19,Trailer,328,Clear,Moderate,1,1
Mumbai,Pune,2023-08-15,Container,1256,Clear,Light,0,0
Delhi,Mumbai,2023-05-23,Container,1727,Clear,Light,0,0
Bangalore,Chennai,2023-03-12,Trailer,1821,Clear,Light,0,0
Kolkata,Jaipur,2023-06-10,Trailer,1698,Clear,Light,0,0
Hyderabad,Bangalore,2024-03-13,Trailer,1400,Storm,Moderate,1,4
Lucknow,Bangalore,2024-04-06,Trailer,1665,Clear,Heavy,1,2
Bangalore,Lucknow,2023-03-02,Lorry,240,Clear,Moderate,1,1
Ahmedabad,Delhi,2024-02-02,Lorry,1694,Rain,Heavy,1,8
Mumbai,Pune,2023-02-26,Trailer,315,Fog,Light,1,4
Lucknow,Mumbai,2023-05-17,Container,1452,Clear,Heavy,1,2
Jaipur,Kolkata,2023-10-28,Trailer,273,Fog,Heavy,1,4
Hyderabad,Jaipur,2023-07-15,Container,1528,Clear,Light,0,0
Bangalore,Jaipur,2023-02-12,Lorry,1110,Storm,Light,1,6
Ahmedabad,Chennai,2023-12-23,Lorry,780,Clear,Light,1,4
Bangalore,Jaipur,2024-01-08,Container,1230,Clear,Heavy,1,5
Mumbai,Jaipur,2023-09-02,Trailer,1199,Clear,Light,0,0
Ahmedabad,Jaipur,2023-03-31,Truck,1232,Rain,Light,1,1
Mumbai,Jaipur,2023-12-18,Container,843,Clear,Light,0,0
Mumbai,Bangalore,2024-01-09,Trailer,629,Rain,Moderate,1,2
Jaipur,Pune,2024-03-04,Container,277,Fog,Heavy,1,4
Delhi,Lucknow,2023-10-07,Trailer,1143,Rain,Heavy,1,7
Hyderabad,Bangalore,2023-05-05,Truck,1003,Clear,Light,0,0
Delhi,Ahmedabad,2023-03-24,Truck,501,Clear,Moderate,1,1
Hyderabad,Delhi,2024-05-15,Container,1523,Clear,Light,0,0
Bangalore,Hyderabad,2024-05-12,Container,1341,Clear,Moderate,1,1
Lucknow,Chennai,2023-07-06,Trailer,953,Fog,Light,1,-7
Bangalore,Pune,2024-04-30,Lorry,443,Clear,Light,0,0
Ahmedabad,Hyderabad,2024-01-05,Truck,1495,Clear,Light,1,3
Hyderabad,Pune,2023-05-01,Container,1589,Clear,Light,0,0
Pune,Ahmedabad,2024-04-17,Container,982,Clear,Moderate,1,1
Pune,Kolkata,2023-05-31,Lorry,1962,Fog,Light,1,2
Kolkata,Lucknow,2024-05-14,Lorry,1940,Clear,Light,1,2
Ahmedabad,Jaipur,2023-10-28,Truck,510,Clear,Heavy,1,5
Delhi,Lucknow,2024-02-04,Lorry,904,Rain,Moderate,1,2
Chennai,Lucknow,2023-11-24,Truck,1745,Clear,Light,0,0
Lucknow,Ahmedabad,2023-01-03,Container,216,Fog,Moderate,1,3
Hyderabad,Lucknow,2023-03-24,Truck,765,Clear,Light,0,0
Lucknow,Kolkata,2024-01-09,Trailer,749,Clear,Light,0,0
Chennai,Pune,2023-06-02,Trailer,1610,Clear,Light,0,0
Bangalore,Pune,2023-09-08,Trailer,1811,Clear,Light,1,3
Chennai,Delhi,2023-08-22,Truck,1778,Clear,Light,1,5
Pune,Delhi,2024-01-22,Lorry,1862,Rain,Heavy,1,5
Kolkata,Delhi,2023-02-14,Lorry,356,Clear,Moderate,1,1
Delhi,Hyderabad,2023-12-26,Container,1696,Clear,Heavy,1,2
Hyderabad,Jaipur,2023-04-25,Trailer,1613,Clear,Heavy,1,2
Delhi,Chennai,2023-05-02,Lorry,1101,Clear,Light,0,0
Hyderabad,Jaipur,2023-11-13,Truck,566,Clear,Light,0,0
Pune,Ahmedabad,2023-12-03,Container,1153,Clear,Moderate,1,1
Delhi,Bangalore,2024-04-21,Trailer,920,Clear,Moderate,1,1
Bangalore,Chennai,2024-05-28,Truck,580,Clear,Moderate,1,1
Chennai,Delhi,2024-02-19,Container,768,Clear,Heavy,1,2
Lucknow,Pune,2024-03-30,Lorry,1611,Clear,Heavy,1,2
Kolkata,Chennai,2024-06-01,Trailer,1303,Clear,Light,0,0
Bangalore,Ahmedabad,2024-01-28,Truck,887,Clear,Light,0,0
Bangalore,Mumbai,2023-09-05,Container,1774,Rain,Moderate,1,2
Pune,Bangalore,2024-03-09,Truck,1328,Fog,Light,1,2
Pune,Chennai,2024-02-05,Trailer,1346,Clear,Heavy,1,2
Kolkata,Hyderabad,2023-10-31,Trailer,404,Rain,Moderate,1,2
Jaipur,Delhi,2024-04-07,Container,683,Clear,Light,0,0
Kolkata,Pune,2024-04-20,Lorry,1481,Storm,Heavy,1,5
Pune,Delhi,2023-11-19,Truck,1045,Clear,Light,1,2
Hyderabad,Kolkata,2023-01-15,Trailer,1645,Fog,Heavy,1,8
Bangalore,Ahmedabad,2024-04-26,Truck,1124,Storm,Light,1,3
Pune,Mumbai,2024-01-14,Trailer,389,Rain,Light,1,1
Kolkata,Lucknow,2023-10-07,Container,358,Clear,Moderate,1,5
Pune,Hyderabad,2023-04-08,Trailer,1512,Clear,Light,0,0
Mumbai,Ahmedabad,2023-09-13,Lorry,1026,Rain,Light,1,1
Delhi,Lucknow,2024-05-28,Lorry,671,Clear,Moderate,1,3
Hyderabad,Pune,2024-04-22,Lorry,1375,Clear,Moderate,1,-1
Chennai,Hyderabad,2023-10-19,Lorry,1669,Clear,Light,1,3
Lucknow,Hyderabad,2023-07-22,Truck,636,Clear,Moderate,1,1
Bangalore,Hyderabad,2024-05-26,Container,1140,Clear,Moderate,1,1
Ahmedabad,Mumbai,2023-07-03,Trailer,1008,Clear,Light,0,0
Pune,Mumbai,2023-10-17,Truck,1673,Clear,Light,0,0
Bangalore,Chennai,2023-01-04,Truck,863,Clear,Heavy,1,7
Mumbai,Bangalore,2023-01-11,Truck,1998,Rain,Heavy,1,6
Bangalore,Pune,2023-05-02,Trailer,1345,Rain,Moderate,1,2
Pune,Mumbai,2023-09-18,Trailer,893,Clear,Heavy,1,5
Kolkata,Chennai,2023-05-27,Container,1300,Clear,Moderate,1,1
Hyderabad,Chennai,2024-03-30,Container,787,Clear,Moderate,1,1
Ahmedabad,Bangalore,2023-03-07,Truck,323,Clear,Light,1,2
Lucknow,Hyderabad,2023-03-03,Truck,1745,Clear,Light,0,0
Delhi,Bangalore,2023-12-15,Container,497,Clear,Moderate,1,1
Chennai,Kolkata,2023-11-22,Container,1473,Clear,Light,0,0
Hyderabad,Pune,2023-05-05,Container,586,Clear,Light,0,0
Chennai,Delhi,2023-02-15,Trailer,1249,Storm,Heavy,1,5
Jaipur,Lucknow,2024-01-16,Container,1849,Clear,Heavy,1,2
Hyderabad,Ahmedabad,2023-06-05,Container,945,Clear,Light,0,0
Kolkata,Pune,2023-09-12,Trailer,666,Rain,Heavy,1,3
Jaipur,Ahmedabad,2023-06-21,Lorry,864,Clear,Heavy,1,4
Kolkata,Bangalore,2023-04-05,Container,1973,Fog,Moderate,1,3
Kolkata,Jaipur,2023-01-14,Lorry,695,Clear,Light,0,0
Lucknow,Kolkata,2023-05-10,Trailer,1833,Clear,Light,1,5
Kolkata,Delhi,2023-12-11,Truck,1660,Clear,Light,1,3
Mumbai,Kolkata,2023-06-29,Lorry,991,Clear,Light,0,0
Mumbai,Delhi,2023-02-07,Trailer,1356,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-06-15,Truck,1443,Clear,Moderate,1,1
Pune,Mumbai,2023-12-06,Truck,1388,Clear,Light,0,0
Hyderabad,Chennai,2023-12-31,Truck,1815,Clear,Moderate,1,1
Delhi,Pune,2024-01-02,Container,599,Rain,Moderate,1,6
Pune,Jaipur,2023-04-27,Trailer,1095,Clear,Light,0,0
Hyderabad,Jaipur,2023-01-01,Trailer,1491,Clear,Moderate,1,1
Kolkata,Ahmedabad,2023-10-15,Trailer,1930,Fog,Moderate,1,8
Ahmedabad,Chennai,2023-01-14,Trailer,634,Clear,Light,0,0
Mumbai,Jaipur,2023-01-23,Container,716,Fog,Moderate,1,3
Mumbai,Jaipur,2023-02-07,Truck,1225,Clear,Light,0,0
Bangalore,Ahmedabad,2023-06-19,Container,1572,Fog,Moderate,1,3
Hyderabad,Ahmedabad,2024-02-19,Trailer,1940,Fog,Moderate,1,3
Lucknow,Mumbai,2023-11-24,Trailer,934,Fog,Light,1,2
Chennai,Jaipur,2024-01-28,Container,557,Clear,Light,1,2
Hyderabad,Pune,2023-08-19,Container,211,Clear,Light,1,3
Hyderabad,Kolkata,2023-03-08,Truck,1641,Clear,Moderate,1,3
Kolkata,Lucknow,2024-02-06,Lorry,1722,Clear,Light,0,0
Ahmedabad,Hyderabad,2024-02-27,Trailer,846,Clear,Light,1,4
Lucknow,Ahmedabad,2023-08-13,Container,309,Clear,Light,0,0
Bangalore,Ahmedabad,2023-01-18,Lorry,947,Clear,Light,0,0
Kolkata,Delhi,2023-12-23,Container,1798,Rain,Heavy,1,3
Delhi,Mumbai,2024-02-24,Trailer,868,Clear,Light,0,0
Lucknow,Pune,2023-09-21,Container,421,Clear,Light,0,0
Ahmedabad,Lucknow,2024-05-17,Lorry,1279,Clear,Light,1,2
Hyderabad,Bangalore,2023-07-10,Trailer,867,Fog,Moderate,1,3
Pune,Kolkata,2023-04-04,Trailer,581,Clear,Heavy,1,7
Pune,Chennai,2023-08-30,Container,313,Rain,Light,1,1
Mumbai,Chennai,2023-07-23,Trailer,1640,Rain,Light,1,1
Kolkata,Mumbai,2023-03-07,Lorry,1734,Clear,Light,0,0
Bangalore,Kolkata,2024-02-08,Container,997,Fog,Heavy,1,4
Mumbai,Chennai,2023-10-11,Truck,719,Clear,Moderate,1,1
Jaipur,Chennai,2023-05-25,Trailer,1783,Clear,Moderate,1,3
Delhi,Hyderabad,2023-04-29,Lorry,1123,Clear,Light,0,0
Delhi,Ahmedabad,2024-05-12,Lorry,700,Rain,Moderate,1,2
Jaipur,Hyderabad,2023-04-14,Lorry,1006,Fog,Moderate,1,3
Chennai,Mumbai,2023-03-05,Container,444,Storm,Moderate,1,4
Chennai,Pune,2023-03-22,Lorry,1681,Clear,Moderate,1,4
Hyderabad,Bangalore,2024-04-14,Trailer,368,Clear,Moderate,1,6
Jaipur,Kolkata,2024-05-26,Trailer,1176,Clear,Light,0,0
